|-------+----------------------+--------+---------|
|  rank | name                 | solved | recent  |
|  72   | wuyingddg            | 236    | 158     |
|  209  | Nero                 | 151    | 161     |
|  31   | ftiasch              | 333    | 162     |
|  16   | tec                  | 436    | 163     |
|  518  | Stilwell             | 88     | 164     |
|  837  | kylin                | 67     | 167     |
|  798  | Frank990919          | 69     | 168     |
|  352  | thnt                 | 112    | 169     |
|  105  | grf1973              | 205    | 171     |
|  224  | HJWAJ                | 144    | 173     |
|  345  | (Nithouson)          | 113    | 174     |
|  773  | neuromancer43        | 70     | 177     |
|  534  | 25kaikai             | 87     | 188     |
|  743  | SorosLiu             | 72     | 190     |
|  55   | 3140101958           | 265    | 193     |
|  252  | zhuangxm             | 134    | 196     |
|  409  | anxinguo             | 104    | 196     |
|  533  | kererchui            | 87     | 203     |
|  555  | yangfandn            | 85     | 206     |
|  494  | manchery             | 91     | 208     |
|  64   | luyunlong            | 247    | 212     |
|  89   | Alec_tk              | 212    | 213     |
|  416  | lijunkang            | 103    | 216     |
|  285  | (XupingYao)          | 127    | 219     |
|  158  | (wywcgs)             | 166    | 220     |
|  703  | liankai              | 75     | 223     |
|  938  | wangdg               | 63     | 224     |
|  82   | yangxinyu            | 219    | 225     |
|  303  | (FTYYY)              | 122    | 229     |
|  565  | ikindlefire          | 84     | 230     |
|  532  | fingerfly            | 87     | 233     |
|  647  | Stomach_ache         | 78     | 239     |
|  71   | sharpeye             | 236    | 239     |
|  115  | kennethsnow          | 195    | 244     |
|  332  | (kangpengpeng)       | 116    | 244     |
|  136  | (lyp2015)            | 177    | 245     |
|  908  | halfword             | 64     | 246     |
|  892  | BigTailFox           | 65     | 248     |
|  682  | killex               | 76     | 254     |
|  42   | esun-w               | 303    | 255     |
|  474  | (cyyever)            | 95     | 256     |
|  758  | abelishi             | 71     | 256     |
|  200  | lotus                | 153    | 258     |
|  316  | (ProjectYoung)       | 120    | 260     |
|  150  | ssynhtn              | 171    | 263     |
|  399  | bloodwolf            | 105    | 268     |
|  542  | abbypan              | 86     | 268     |
|  955  | jstztzy              | 62     | 270     |
|  531  | Dumbear              | 87     | 278     |
|  425  | huizew               | 102    | 279     |
|  714  | dploop               | 74     | 281     |
|  297  | (huangyunict)        | 124    | 282     |
|  57   | Weifeng_Sun          | 258    | 282     |
|  987  | mzone616             | 61     | 284     |
|  493  | (zhuoliuzhou)        | 91     | 287     |
|  772  | oscar2001            | 70     | 289     |
|  161  | lanmaomao            | 165    | 291     |
|  366  | wandering            | 110    | 291     |
|  194  | huangd95             | 154    | 296     |
|  511  | (grossopa)           | 89     | 297     |
|  907  | lv_ye233             | 64     | 297     |
|  391  | haryseldon           | 106    | 301     |
|  937  | ruidaxie             | 63     | 301     |
|  986  | leihao               | 61     | 301     |
|  315  | xw_y_am              | 120    | 303     |
|  51   | lrzh                 | 278    | 304     |
|  132  | lijiaqigreat         | 181    | 309     |
|  681  | donny070             | 76     | 309     |
|  204  | l1t                  | 152    | 310     |
|  659  | alex4814             | 77     | 312     |
|  193  | Sempr                | 154    | 314     |
|  424  | dongbing             | 102    | 317     |
|  123  | taoyijie             | 186    | 327     |
|  85   | Sd.Invol             | 214    | 327     |
|  658  | Rembau               | 77     | 332     |
|  906  | zydiig               | 64     | 332     |
|  985  | sdwwld               | 61     | 332     |
|  104  | Yishun               | 205    | 338     |
|  819  | (nju_jiangzhe)       | 68     | 342     |
|  589  | zhuifengmu           | 82     | 343     |
|  646  | (zf_814)             | 78     | 343     |
|  423  | justin03             | 102    | 345     |
|  862  | moxiaoyan            | 66     | 345     |
|  454  | zerosnake0           | 100    | 349     |
|  861  | DRA.                 | 66     | 349     |
|  510  | JMan_Zx              | 89     | 350     |
|  936  | jcvb                 | 63     | 353     |
|  436  | wdztyang             | 101    | 355     |
|  564  | (ylidb)              | 84     | 358     |
|  617  | yugangtian           | 80     | 358     |
|  184  | lihaitao             | 156    | 364     |
|  891  | YTOM                 | 65     | 366     |
|  74   | (zbanach)            | 234    | 367     |
|  9    | cheng.di             | 520    | 368     |
|  634  | (yannxia)            | 79     | 369     |
|  860  | (ioceanfish)         | 66     | 372     |
|  453  | s0ng                 | 100    | 373     |
|  27   | chzhou               | 361    | 379     |
|  818  | chyanog              | 68     | 379     |
|  379  | XiaoTaoWang          | 108    | 381     |
|  859  | Hackghost            | 66     | 388     |
|  435  | rabbit_lb            | 101    | 392     |
|  702  | Lizho                | 75     | 393     |
|  78   | andor9               | 226    | 393     |
|  836  | namgalsip            | 67     | 393     |
|  284  | chuzm15              | 127    | 399     |
|  84   | qu317058542          | 214    | 399     |
|  183  | hjf                  | 156    | 401     |
|  530  | founderfan           | 87     | 407     |
|  680  | openqt               | 76     | 413     |
|  701  | mewing               | 75     | 418     |
|  170  | (JavierWu)           | 160    | 419     |
|  554  | mywaythere           | 85     | 430     |
|  107  | lunjgr               | 204    | 440     |
|  954  | RollingBack          | 62     | 442     |
|  797  | foreseeable          | 69     | 443     |
|  616  | Athlon64             | 80     | 444     |
|  890  | (daybreakcx)         | 65     | 447     |
|  265  | (geniusnut)          | 131    | 448     |
|  434  | kapok                | 101    | 448     |
|  341  | zfhammer             | 114    | 450     |
|  645  | evalcony             | 78     | 457     |
|  742  | (370781199507186512) | 72     | 457     |
|  325  | laughinging          | 118    | 458     |
|  741  | Artichokey           | 72     | 460     |
|  135  | yuezheng             | 177    | 461     |
|  299  | xuanyan              | 123    | 464     |
|  817  | yzx226               | 68     | 469     |
|  486  | xWvxYWYxvWx          | 92     | 476     |
|  90   | xymeng               | 211    | 480     |
|  858  | believe4216          | 66     | 486     |
|  588  | harrysun             | 82     | 489     |
|  889  | bellscape            | 65     | 490     |
|  314  | (laysent)            | 120    | 495     |
|  269  | Heart_Blue           | 130    | 496     |
|  359  | quietsmile           | 111    | 497     |
|  457  | imxian               | 99     | 497     |
|  984  | zcy_coder            | 61     | 500     |
|  12   | (lld2006)            | 446    | 504     |
|  615  | oseau                | 80     | 505     |
|  121  | cuiaoxiang           | 188    | 510     |
|  276  | spline               | 128    | 515     |
|  398  | hongyan              | 105    | 517     |
|  796  | yuhao                | 69     | 518     |
|  140  | (ronnoc)             | 175    | 521     |
|  415  | (levyliao)           | 103    | 521     |
|  112  | zhymaoiing           | 201    | 522     |
|  260  | Ra1nWarden           | 132    | 525     |
|  679  | Curio                | 76     | 527     |
|  293  | (547826947)          | 125    | 528     |
|  385  | magic331             | 107    | 529     |
|  517  | yininggeta1          | 88     | 531     |
|  816  | (benjaminzhou)       | 68     | 532     |
|  175  | infmagic2047         | 159    | 536     |
|  482  | Nilnova              | 93     | 536     |
|  603  | (liuenze)            | 81     | 538     |
|  614  | BUAA_Zihan_Zhang     | 80     | 538     |
|  371  | flyee                | 109    | 546     |
|  857  | braveTester          | 66     | 549     |
|  273  | Eular                | 129    | 551     |
|  358  | cherichy             | 111    | 552     |
|  128  | bbsdkjdx             | 183    | 557     |
|  725  | bayes                | 73     | 559     |
|  757  | mjy715189619         | 71     | 560     |
|  370  | guanyishu            | 109    | 564     |
|  351  | zhoufeng512          | 112    | 568     |
|  509  | tieer                | 89     | 571     |
|  678  | josephok             | 76     | 574     |
|  713  | (myao)               | 74     | 576     |
|  357  | (eddyxu)             | 111    | 582     |
|  657  | (sytzz)              | 77     | 583     |
|  856  | sailaphair           | 66     | 589     |
|  563  | (xycuckoo)           | 84     | 598     |
|  99   | foreverbell          | 207    | 599     |
|  210  | xx331234             | 150    | 600     |
|  129  | northwolves          | 182    | 602     |
|  935  | lonely_boy           | 63     | 605     |
|  21   | ZhouYuChen           | 387    | 614     |
|  296  | Bephbin              | 124    | 614     |
|  934  | pr0grammer           | 63     | 618     |
|  888  | Zhao1986             | 65     | 620     |
|  633  | GhostGui             | 79     | 630     |
|  835  | Merlininice          | 67     | 638     |
|  156  | fwjmath              | 168    | 640     |
|  275  | (--..)               | 128    | 641     |
|  613  | simonliu             | 80     | 647     |
|  712  | youqh                | 74     | 647     |
|  473  | luobuda              | 95     | 656     |
|  529  | thezero12            | 87     | 665     |
|  134  | S3_N                 | 179    | 670     |
|  238  | (huayi)              | 139    | 671     |
|  724  | miaowu               | 73     | 676     |
|  340  | .sjtu-lyj            | 114    | 680     |
|  433  | yang_bigarm          | 101    | 681     |
|  133  | xiaoshua             | 180    | 685     |
|  562  | (calvinxiao)         | 84     | 687     |
|  302  | HyperGroups          | 122    | 690     |
|  116  | YiCyunSaBi           | 194    | 693     |
|  887  | luocanfeng           | 65     | 694     |
|  553  | Key_Wgh              | 85     | 696     |
|  80   | tifa                 | 225    | 698     |
|  771  | singingplayer        | 70     | 707     |
|  219  | mo_0820              | 146    | 713     |
|  264  | NBAFifa              | 131    | 717     |
|  199  | Junix                | 153    | 718     |
|  953  | lipache              | 62     | 721     |
|  307  | (__Andy)             | 121    | 723     |
|  397  | (gedt11)             | 105    | 724     |
|  574  | jxyz123              | 83     | 724     |
|  795  | travelalone          | 69     | 724     |
|  855  | Wizmann              | 66     | 724     |
|  125  | ctzsm                | 185    | 732     |
|  259  | (xieyh11)            | 132    | 734     |
|  306  | slipper_l            | 121    | 734     |
|  740  | qoo_charly           | 72     | 734     |
|  756  | domingoluis          | 71     | 736     |
|  952  | yiyuezhuo            | 62     | 747     |
|  552  | wakemecn             | 85     | 748     |
|  933  | zhengtn03            | 63     | 756     |
|  157  | shenyang             | 167    | 760     |
|  815  | liukuo99             | 68     | 762     |
|  283  | Eastsun              | 127    | 763     |
|  612  | yqpeng               | 80     | 764     |
|  644  | (phantoenix)         | 78     | 765     |
|  643  | arrowrowe            | 78     | 775     |
|  217  | knorthplay           | 147    | 785     |
|  700  | navigaid             | 75     | 785     |
|  390  | Puzzled              | 106    | 788     |
|  905  | (cqnote)             | 64     | 788     |
|  292  | chenminqi            | 125    | 792     |
|  587  | fizban007            | 82     | 792     |
|  378  | sunt05               | 108    | 799     |
|  723  | phoenixwright        | 73     | 800     |
|  699  | ysymyth              | 75     | 803     |
|  149  | bjin                 | 171    | 804     |
|  573  | (Jie_HU)             | 83     | 814     |
|  257  | waterret             | 133    | 817     |
|  586  | (saijie)             | 82     | 818     |
|  951  | Syugen               | 62     | 821     |
|  468  | (bigmortz)           | 96     | 822     |
|  932  | huayd                | 63     | 822     |
|  602  | RaidenDeng           | 81     | 826     |
|  229  | Amitabha             | 142    | 830     |
|  950  | Jontheroad           | 62     | 830     |
|  794  | mulinsheng           | 69     | 836     |
|  377  | fjin                 | 108    | 844     |
|  481  | paroid               | 93     | 855     |
|  389  | huangshenno1         | 106    | 857     |
|  174  | brickgao             | 159    | 858     |
|  983  | lifeng               | 61     | 870     |
|  982  | angelloego           | 61     | 874     |
|  422  | caoyi0905            | 102    | 877     |
|  949  | vectorchange         | 62     | 881     |
|  722  | bbbht                | 73     | 888     |
|  113  | cgy4ever             | 199    | 894     |
|  421  | hikean               | 102    | 894     |
|  814  | isaacpei             | 68     | 899     |
|  739  | Yx.Z                 | 72     | 907     |
|  467  | thinginitself        | 96     | 915     |
|  321  | (xinix)              | 119    | 917     |
|  256  | sdyy1990             | 133    | 924     |
|  677  | zgw                  | 76     | 925     |
|  288  | whuawell             | 126    | 934     |
|  365  | Peeeee               | 110    | 936     |
|  698  | 131131yhx            | 75     | 937     |
|  611  | FPrince              | 80     | 951     |
|  282  | candyfeline          | 127    | 955     |
|  320  | PhyFrancis           | 119    | 955     |
|  94   | mathyrl              | 209    | 961     |
|  147  | jameslao             | 172    | 963     |
|  331  | shiinamashiro        | 116    | 971     |
|  388  | xiekaixuan           | 106    | 980     |
|  585  | wanggen              | 82     | 982     |
|  676  | benniufeifei         | 76     | 983     |
|  452  | (nkzimmon)           | 100    | 989     |
|  981  | 0x1f                 | 61     | 1021    |
|  109  | yshui                | 202    | 1023    |
|  40   | taolei               | 306    | 1027    |
|  572  | pierre200328         | 83     | 1027    |
|  272  | (cwjcsu)             | 129    | 1028    |
|  480  | zero.chs             | 93     | 1028    |
|  88   | alephalpha           | 212    | 1034    |
|  258  | (tmxk)               | 132    | 1036    |
|  834  | mil_mil_ju           | 67     | 1037    |
|  697  | chiwah               | 75     | 1044    |
|  711  | meelo                | 74     | 1050    |
|  696  | LukeEuler            | 75     | 1058    |
|  584  | wyjail               | 82     | 1062    |
|  656  | bean17.cha           | 77     | 1068    |
|  980  | toxedo               | 61     | 1071    |
|  466  | liuyubobobo          | 96     | 1072    |
|  886  | srzyhead             | 65     | 1072    |
|  931  | Freefighter          | 63     | 1076    |
|  281  | minqiang             | 127    | 1080    |
|  561  | leaveye              | 84     | 1082    |
|  813  | (ruimin1013)         | 68     | 1082    |
|  432  | (ivoryxiong)         | 101    | 1083    |
|  198  | Legendking           | 153    | 1091    |
|  339  | yellowriver          | 114    | 1091    |
|  245  | dinghysora           | 137    | 1092    |
|  192  | yudx                 | 154    | 1096    |
|  793  | WDatou               | 69     | 1096    |
|  255  | danei                | 133    | 1098    |
|  755  | zjj609               | 71     | 1100    |
|  885  | bytecat              | 65     | 1102    |
|  551  | lsc930625            | 85     | 1117    |
|  738  | shilong              | 72     | 1120    |
|  213  | xiaoyi               | 149    | 1124    |
|  550  | yizha                | 85     | 1124    |
|  263  | leeduhem             | 131    | 1126    |
|  280  | huntxu               | 127    | 1127    |
|  508  | Xihuan01             | 89     | 1128    |
|  560  | mlnwc                | 84     | 1133    |
|  559  | zuopeng              | 84     | 1135    |
|  420  | Tain                 | 102    | 1136    |
|  601  | zhanghuan1994        | 81     | 1138    |
|  236  | GideonWhu            | 140    | 1142    |
|  350  | (707481877)          | 112    | 1145    |
|  83   | jasonzd              | 214    | 1152    |
|  675  | xusheng              | 76     | 1155    |
|  328  | taorunz              | 117    | 1160    |
|  710  | upsuper              | 74     | 1161    |
|  500  | broots               | 90     | 1164    |
|  384  | AcrossTheSky         | 107    | 1170    |
|  492  | Erjin_Zhou           | 91     | 1172    |
|  854  | yxnsu                | 66     | 1175    |
|  106  | llq17501             | 204    | 1177    |
|  203  | (milkyways)          | 152    | 1178    |
|  472  | Sacry                | 95     | 1183    |
|  674  | l910607              | 76     | 1185    |
|  191  | litaoye              | 154    | 1186    |
|  451  | yuniscomputing       | 100    | 1187    |
|  695  | zedyang              | 75     | 1188    |
|  721  | seafarer             | 73     | 1189    |
|  600  | (zhangzihao13)       | 81     | 1196    |
|  770  | mengchengjiang       | 70     | 1199    |
|  948  | 1372574643           | 62     | 1202    |
|  456  | gameboy1024          | 99     | 1204    |
|  737  | firebroo             | 72     | 1204    |
|  485  | bigsh1p              | 92     | 1206    |
|  344  | SilverBullet         | 113    | 1207    |
|  884  | kiddliu              | 65     | 1212    |
|  930  | lijiali              | 63     | 1213    |
|  221  | yushengjsman         | 145    | 1214    |
|  178  | zmwang               | 158    | 1216    |
|  853  | cenalulu             | 66     | 1216    |
|  632  | shallpion            | 79     | 1223    |
|  979  | omydudu              | 61     | 1225    |
|  376  | hulucc               | 108    | 1226    |
|  291  | forresty             | 125    | 1228    |
|  904  | 122624               | 64     | 1231    |
|  146  | haiwangcat           | 172    | 1233    |
|  111  | wanbo                | 201    | 1236    |
|  549  | duanyann             | 85     | 1238    |
|  583  | deepseawhale         | 82     | 1238    |
|  160  | tif                  | 165    | 1239    |
|  673  | linxiaohui           | 76     | 1239    |
|  754  | w5s5j                | 71     | 1239    |
|  52   | l2y3n2               | 270    | 1241    |
|  694  | uranuss8600          | 75     | 1241    |
|  471  | _Ke                  | 95     | 1243    |
|  929  | (shouya)             | 63     | 1244    |
|  44   | scturtle             | 301    | 1246    |
|  631  | jyjz2008             | 79     | 1250    |
|  179  | qshadun              | 157    | 1252    |
|  349  | akarin               | 112    | 1255    |
|  431  | yun_sun              | 101    | 1256    |
|  507  | dwh                  | 89     | 1265    |
|  672  | flyasdfvcxz          | 76     | 1270    |
|  463  | Javran               | 97     | 1277    |
|  833  | zlsun                | 67     | 1278    |
|  753  | venidicilisp         | 71     | 1281    |
|  240  | (friarchen)          | 138    | 1287    |
|  571  | hongtengyin          | 83     | 1289    |
|  239  | skyivair             | 138    | 1292    |
|  499  | (yangyuxuan)         | 90     | 1293    |
|  947  | fangzhouzi           | 62     | 1293    |
|  883  | glm112233            | 65     | 1299    |
|  582  | (zariskij)           | 82     | 1304    |
|  769  | willz                | 70     | 1307    |
|  928  | LRY                  | 63     | 1309    |
|  414  | onceloved            | 103    | 1311    |
|  736  | beigerice            | 72     | 1316    |
|  852  | (xiangningliu)       | 66     | 1318    |
|  927  | (JarvisChu)          | 63     | 1326    |
|  450  | equation314          | 100    | 1333    |
|  28   | (Slipper)            | 353    | 1342    |
|  235  | codelibrary          | 140    | 1344    |
|  108  | staynight            | 202    | 1345    |
|  720  | hjq300               | 73     | 1349    |
|  978  | romain_li            | 61     | 1351    |
|  882  | kevinwang6           | 65     | 1360    |
|  630  | lll9p                | 79     | 1364    |
|  516  | iambic               | 88     | 1365    |
|  903  | (coolplay)           | 64     | 1366    |
|  244  | (flyraibow)          | 137    | 1368    |
|  430  | stoundmire           | 101    | 1369    |
|  671  | funfriend            | 76     | 1372    |
|  498  | tiger2fish           | 90     | 1373    |
|  419  | iLang                | 102    | 1381    |
|  418  | oinil                | 102    | 1388    |
|  768  | mxjki                | 70     | 1389    |
|  792  | maddoctor            | 69     | 1389    |
|  977  | asd321fgh678         | 61     | 1389    |
|  369  | belanov              | 109    | 1392    |
|  629  | theblind             | 79     | 1393    |
|  43   | xtlisk               | 302    | 1395    |
|  396  | gcd0318              | 105    | 1403    |
|  225  | iljyya               | 143    | 1409    |
|  41   | asmn                 | 305    | 1409    |
|  599  | klusting             | 81     | 1417    |
|  59   | superdesert          | 257    | 1418    |
|  670  | ooPh0ov7             | 76     | 1418    |
|  628  | (zclfly)             | 79     | 1423    |
|  598  | fangx13              | 81     | 1427    |
|  881  | (codercaspar)        | 65     | 1428    |
|  597  | cby12                | 81     | 1429    |
|  926  | liaoqb               | 63     | 1431    |
|  279  | judaplus             | 127    | 1435    |
|  570  | (shibingyu)          | 83     | 1435    |
|  173  | sweetJ               | 159    | 1436    |
|  301  | riku_in_japan        | 122    | 1437    |
|  234  | yanhan13             | 140    | 1438    |
|  477  | jmouse               | 94     | 1448    |
|  669  | (oiolyw)             | 76     | 1450    |
|  243  | gnocuil              | 137    | 1455    |
|  343  | cylixstar            | 113    | 1456    |
|  880  | wshzh                | 65     | 1456    |
|  976  | eastdog              | 61     | 1457    |
|  408  | (wzw)                | 104    | 1460    |
|  791  | sndnyangd            | 69     | 1460    |
|  515  | saintqdd             | 88     | 1461    |
|  375  | meridional           | 108    | 1526    |
|  719  | (yhcharles)          | 73     | 1527    |
|  461  | (jilinxie)           | 98     | 1532    |
|  767  | huangzht             | 70     | 1534    |
|  479  | (hahahanibal)        | 93     | 1535    |
|  497  | CandyZ               | 90     | 1543    |
|  642  | Liew-Li              | 78     | 1543    |
|  790  | (wangimagine)        | 69     | 1545    |
|  233  | Gedicht              | 140    | 1549    |
|  851  | gaieepo              | 66     | 1554    |
|  879  | (evil_eve_live)      | 65     | 1554    |
|  878  | sosi                 | 65     | 1555    |
|  832  | Linbarto             | 67     | 1561    |
|  812  | 123qweasd            | 68     | 1570    |
|  925  | brotherBai           | 63     | 1570    |
|  338  | mitcc                | 114    | 1576    |
|  877  | (shunzi2013)         | 65     | 1583    |
|  528  | kw120943839          | 87     | 1585    |
|  876  | ophunter             | 65     | 1585    |
|  305  | Chongkai             | 121    | 1586    |
|  581  | kirklovy             | 82     | 1588    |
|  348  | huangkan             | 112    | 1599    |
|  580  | bladeralien          | 82     | 1603    |
|  68   | greedp               | 242    | 1603    |
|  237  | xxfen                | 139    | 1605    |
|  335  | bistole              | 115    | 1605    |
|  924  | (hysgdtc)            | 63     | 1605    |
|  850  | (Liam0205)           | 66     | 1608    |
|  527  | jjwt                 | 87     | 1610    |
|  641  | do_ob                | 78     | 1610    |
|  902  | Shangke7788          | 64     | 1612    |
|  752  | kylen314             | 71     | 1620    |
|  364  | (longwosion)         | 110    | 1621    |
|  541  | icedream91           | 86     | 1624    |
|  831  | Frenzied             | 67     | 1634    |
|  811  | wwang034             | 68     | 1637    |
|  789  | eizoassik            | 69     | 1639    |
|  407  | Erutan               | 104    | 1640    |
|  368  | allensong95          | 109    | 1642    |
|  212  | (li.stayhere)        | 149    | 1643    |
|  751  | python27             | 71     | 1643    |
|  693  | daiwhea              | 75     | 1645    |
|  86   | lllllllllllll        | 213    | 1649    |
|  118  | rujialiu             | 191    | 1653    |
|  97   | xbtianlang           | 208    | 1658    |
|  476  | pavelkang            | 94     | 1670    |
|  246  | ACMonster            | 136    | 1674    |
|  569  | koonom               | 83     | 1674    |
|  640  | flairpower           | 78     | 1674    |
|  975  | howtofly             | 61     | 1678    |
|  735  | (qingfeng.xia)       | 72     | 1679    |
|  342  | easymath3            | 113    | 1688    |
|  313  | monad                | 120    | 1689    |
|  875  | oswww                | 65     | 1689    |
|  356  | (ralphjessie)        | 111    | 1698    |
|  406  | tanghuanan           | 104    | 1700    |
|  290  | fuwutu               | 125    | 1703    |
|  734  | taodu                | 72     | 1706    |
|  610  | chzhn                | 80     | 1716    |
|  627  | zebras.wen           | 79     | 1717    |
|  718  | wangyq841211         | 73     | 1717    |
|  810  | fancy                | 68     | 1717    |
|  974  | xuusheng             | 61     | 1718    |
|  668  | xiangxiaoyi          | 76     | 1723    |
|  395  | guangge77            | 105    | 1731    |
|  429  | alpc62               | 101    | 1738    |
