|-------+------------------+--------+---------|
|  rank | name             | solved | recent  |
|-------+------------------+--------+---------|
|  143  | flxj             | 173    | 0       |
|  1=   | skyivben         | 600+   | 0       |
|  46   | redhill42        | 292    | 0       |
|  566  | D_Tesla          | 84     | 0       |
|  79   | Tangent          | 223    | 0       |
|  118  | neutrino21       | 190    | 1       |
|  113  | (wangh98)        | 197    | 2       |
|  36   | vici             | 311    | 2       |
|  493  | mytbk            | 91     | 2       |
|  32   | czp              | 316    | 4       |
|  112  | fjzzq2002        | 198    | 5       |
|  577  | OhHaHaHa         | 83     | 5       |
|  141  | fancitron        | 174    | 6       |
|  317  | 1400011786       | 120    | 6       |
|  336  | (shenlei)        | 115    | 6       |
|  1=   | Jrdevil          | 600+   | 8       |
|  208  | clearlove        | 151    | 8       |
|  256  | xyz111           | 133    | 8       |
|  1=   | roosephu         | 600+   | 9       |
|  223  | abcwuhang        | 144    | 10      |
|  22   | mathcraft        | 385    | 10      |
|  27   | sevenkplus       | 360    | 11      |
|  70   | vapor            | 236    | 11      |
|  47   | quailty          | 290    | 12      |
|  13   | Shawnmaza        | 439    | 13      |
|  15   | vxv              | 433    | 13      |
|  16   | liuguangxi       | 433    | 13      |
|  1=   | baihacker        | 600+   | 13      |
|  1=   | lizhusong922     | 600+   | 13      |
|  45   | LzyRapx          | 293    | 13      |
|  517  | doc420836131     | 88     | 13      |
|  24   | wwwwodddd        | 377    | 15      |
|  151  | NiroBC           | 170    | 16      |
|  76   | strong49         | 226    | 16      |
|  25   | aaahhh           | 364    | 17      |
|  408  | wftao1995        | 104    | 18      |
|  161  | qlf2007          | 164    | 19      |
|  332  | zball            | 116    | 19      |
|  1=   | (whatsup)        | 600+   | 21      |
|  155  | JTJL             | 168    | 24      |
|  175  | (kiiiiii)        | 159    | 29      |
|  245  | jsxylzh          | 136    | 29      |
|  289  | Miku_chousuki    | 126    | 31      |
|  186  | (wzx961008)      | 155    | 32      |
|  98   | luotuoqingshan   | 207    | 32      |
|  7    | eagles           | 526    | 34      |
|  52   | MATH_WangXU      | 268    | 36      |
|  150  | Fazheng          | 171    | 37      |
|  228  | wangch           | 141    | 38      |
|  335  | zechac           | 115    | 39      |
|  576  | southpacific     | 83     | 42      |
|  58   | czgj1999         | 255    | 43      |
|  19   | driversetc       | 399    | 44      |
|  170  | michael_ho       | 160    | 45      |
|  10   | taizhou          | 510    | 46      |
|  11   | bukebuer         | 494    | 47      |
|  222  | liuyaqiu         | 144    | 50      |
|  274  | zrq              | 129    | 51      |
|  49   | misaka20001      | 282    | 51      |
|  34   | mpanlei          | 315    | 52      |
|  328  | sittingbull      | 117    | 57      |
|  239  | Solaria          | 138    | 59      |
|  346  | vvee99           | 113    | 59      |
|  158  | piaofengslg      | 166    | 64      |
|  216  | Forever_you      | 147    | 64      |
|  261  | cyand1317        | 132    | 66      |
|  93   | bigeast          | 209    | 66      |
|  121  | lyyshp           | 187    | 68      |
|  298  | (sfiction)       | 124    | 68      |
|  248  | mickeyandkaka    | 135    | 69      |
|  193  | palayutm         | 154    | 70      |
|  397  | cpy              | 105    | 73      |
|  55   | jackchess        | 259    | 75      |
|  64   | zscc             | 246    | 82      |
|  353  | NiklausMikaelson | 112    | 83      |
|  81   | lugionline       | 218    | 83      |
|  33   | int              | 315    | 84      |
|  389  | Andy_Li          | 106    | 86      |
|  485  | cq_xuke          | 92     | 88      |
|  456  | art9             | 99     | 90      |
|  100  | lyensolarism     | 206    | 92      |
|  533  | goby             | 87     | 103     |
|  407  | (sel-fish)       | 104    | 105     |
|  436  | chehou           | 101    | 105     |
|  484  | skywalkert       | 92     | 106     |
|  266  | VictorWonder     | 131    | 107     |
|  492  | (289728525)      | 91     | 109     |
|  18   | GaoZone          | 408    | 111     |
|  510  | sjt              | 89     | 111     |
|  69   | wuyingddg        | 236    | 111     |
|  207  | Nero             | 151    | 114     |
|  14   | tec              | 436    | 115     |
|  30   | ftiasch          | 333    | 115     |
|  516  | Stilwell         | 88     | 117     |
|  352  | thnt             | 112    | 122     |
|  102  | grf1973          | 205    | 123     |
|  221  | HJWAJ            | 144    | 126     |
|  345  | (Nithouson)      | 113    | 127     |
|  532  | 25kaikai         | 87     | 141     |
|  54   | 3140101958       | 265    | 145     |
|  9    | LatticeGuy       | 517    | 146     |
|  406  | anxinguo         | 104    | 148     |
|  250  | zhuangxm         | 134    | 149     |
|  166  | tz397            | 161    | 155     |
|  531  | kererchui        | 87     | 156     |
|  555  | yangfandn        | 85     | 158     |
|  491  | manchery         | 91     | 161     |
|  63   | luyunlong        | 247    | 165     |
|  87   | Alec_tk          | 212    | 166     |
|  416  | lijunkang        | 103    | 169     |
|  157  | (wywcgs)         | 166    | 172     |
|  285  | (XupingYao)      | 127    | 172     |
|  136  | Dezhonger        | 176    | 174     |
|  243  | famx_pencil      | 137    | 174     |
|  80   | yangxinyu        | 219    | 178     |
|  260  | akovski          | 132    | 182     |
|  303  | (FTYYY)          | 122    | 182     |
|  565  | ikindlefire      | 84     | 183     |
|  530  | fingerfly        | 87     | 186     |
|  68   | sharpeye         | 236    | 192     |
|  115  | kennethsnow      | 195    | 196     |
|  331  | (kangpengpeng)   | 116    | 197     |
|  134  | (lyp2015)        | 177    | 198     |
|  41   | esun-w           | 303    | 207     |
|  472  | (cyyever)        | 95     | 209     |
|  199  | lotus            | 153    | 211     |
|  316  | (ProjectYoung)   | 120    | 212     |
|  149  | ssynhtn          | 171    | 216     |
|  396  | bloodwolf        | 105    | 221     |
|  541  | abbypan          | 86     | 221     |
|  425  | huizew           | 102    | 231     |
|  529  | Dumbear          | 87     | 231     |
|  56   | Weifeng_Sun      | 258    | 234     |
|  297  | (huangyunict)    | 124    | 235     |
|  490  | (zhuoliuzhou)    | 91     | 240     |
|  160  | lanmaomao        | 165    | 244     |
|  364  | wandering        | 110    | 244     |
|  192  | huangd95         | 154    | 249     |
|  509  | (grossopa)       | 89     | 250     |
|  388  | haryseldon       | 106    | 254     |
|  315  | xw_y_am          | 120    | 255     |
|  50   | lrzh             | 278    | 257     |
|  60   | lidan615         | 252    | 259     |
|  130  | lijiaqigreat     | 181    | 262     |
|  202  | l1t              | 152    | 262     |
|  191  | Sempr            | 154    | 266     |
|  424  | dongbing         | 102    | 270     |
|  122  | taoyijie         | 186    | 279     |
|  84   | Sd.Invol         | 214    | 280     |
|  101  | Yishun           | 205    | 291     |
|  591  | zhuifengmu       | 82     | 295     |
|  423  | justin03         | 102    | 298     |
|  381  | syb9258          | 107    | 300     |
|  452  | zerosnake0       | 100    | 301     |
|  508  | JMan_Zx          | 89     | 303     |
|  435  | wdztyang         | 101    | 308     |
|  564  | (ylidb)          | 84     | 311     |
|  183  | lihaitao         | 156    | 317     |
|  72   | (zbanach)        | 234    | 320     |
|  8    | cheng.di         | 520    | 320     |
|  206  | (dataisland)     | 151    | 321     |
|  451  | s0ng             | 100    | 325     |
|  26   | chzhou           | 361    | 332     |
|  376  | XiaoTaoWang      | 108    | 334     |
|  387  | s251258132       | 106    | 343     |
|  434  | rabbit_lb        | 101    | 345     |
|  75   | andor9           | 226    | 346     |
|  284  | chuzm15          | 127    | 352     |
|  83   | qu317058542      | 214    | 352     |
|  182  | hjf              | 156    | 353     |
|  324  | Protoss          | 118    | 358     |
|  528  | founderfan       | 87     | 360     |
|  169  | (JavierWu)       | 160    | 371     |
|  554  | mywaythere       | 85     | 382     |
|  104  | lunjgr           | 204    | 393     |
|  265  | (geniusnut)      | 131    | 400     |
|  433  | kapok            | 101    | 401     |
|  341  | zfhammer         | 114    | 403     |
|  323  | laughinging      | 118    | 411     |
|  133  | yuezheng         | 177    | 414     |
|  299  | xuanyan          | 123    | 417     |
|  483  | xWvxYWYxvWx      | 92     | 429     |
|  88   | xymeng           | 211    | 433     |
|  415  | petitfish        | 103    | 437     |
|  590  | harrysun         | 82     | 441     |
|  314  | (laysent)        | 120    | 448     |
|  269  | Heart_Blue       | 130    | 449     |
|  359  | quietsmile       | 111    | 450     |
|  455  | imxian           | 99     | 450     |
|  12   | (lld2006)        | 446    | 457     |
|  120  | cuiaoxiang       | 188    | 463     |
|  276  | spline           | 128    | 467     |
|  395  | hongyan          | 105    | 470     |
|  139  | (ronnoc)         | 175    | 473     |
|  414  | (levyliao)       | 103    | 473     |
|  109  | zhymaoiing       | 201    | 475     |
|  259  | Ra1nWarden       | 132    | 478     |
|  293  | (547826947)      | 125    | 480     |
|  380  | magic331         | 107    | 482     |
|  515  | yininggeta1      | 88     | 484     |
|  174  | infmagic2047     | 159    | 489     |
|  480  | Nilnova          | 93     | 489     |
|  369  | flyee            | 109    | 499     |
|  273  | Eular            | 129    | 504     |
|  358  | cherichy         | 111    | 505     |
|  126  | bbsdkjdx         | 183    | 509     |
|  368  | guanyishu        | 109    | 517     |
|  351  | zhoufeng512      | 112    | 521     |
|  507  | tieer            | 89     | 523     |
|  357  | (eddyxu)         | 111    | 535     |
|  563  | (xycuckoo)       | 84     | 551     |
|  97   | foreverbell      | 207    | 552     |
|  209  | xx331234         | 150    | 553     |
|  127  | northwolves      | 182    | 555     |
|  20   | ZhouYuChen       | 387    | 567     |
|  296  | Bephbin          | 124    | 567     |
|  154  | fwjmath          | 168    | 593     |
|  275  | (--..)           | 128    | 594     |
|  471  | luobuda          | 95     | 609     |
|  527  | thezero12        | 87     | 617     |
|  132  | S3_N             | 179    | 623     |
|  236  | (huayi)          | 139    | 624     |
|  340  | .sjtu-lyj        | 114    | 632     |
|  432  | yang_bigarm      | 101    | 634     |
|  131  | xiaoshua         | 180    | 638     |
|  562  | (calvinxiao)     | 84     | 640     |
|  302  | HyperGroups      | 122    | 643     |
|  116  | YiCyunSaBi       | 194    | 646     |
|  553  | Key_Wgh          | 85     | 649     |
|  78   | tifa             | 225    | 651     |
|  217  | mo_0820          | 146    | 665     |
|  264  | NBAFifa          | 131    | 669     |
|  198  | Junix            | 153    | 671     |
|  307  | (__Andy)         | 121    | 675     |
|  394  | (gedt11)         | 105    | 677     |
|  575  | jxyz123          | 83     | 677     |
|  123  | ctzsm            | 185    | 685     |
|  258  | (xieyh11)        | 132    | 687     |
|  306  | slipper_l        | 121    | 687     |
|  552  | wakemecn         | 85     | 701     |
|  119  | ftfish           | 188    | 711     |
|  156  | shenyang         | 167    | 713     |
|  283  | Eastsun          | 127    | 716     |
|  215  | knorthplay       | 147    | 738     |
|  386  | Puzzled          | 106    | 741     |
|  292  | chenminqi        | 125    | 745     |
|  589  | fizban007        | 82     | 745     |
|  375  | sunt05           | 108    | 752     |
|  148  | bjin             | 171    | 756     |
|  574  | (Jie_HU)         | 83     | 767     |
|  255  | waterret         | 133    | 770     |
|  588  | (saijie)         | 82     | 770     |
|  466  | (bigmortz)       | 96     | 774     |
|  227  | Amitabha         | 142    | 783     |
|  374  | fjin             | 108    | 797     |
|  479  | paroid           | 93     | 808     |
|  385  | huangshenno1     | 106    | 810     |
|  173  | brickgao         | 159    | 811     |
|  422  | caoyi0905        | 102    | 830     |
|  111  | cgy4ever         | 199    | 847     |
|  421  | hikean           | 102    | 847     |
|  465  | thinginitself    | 96     | 868     |
|  321  | (xinix)          | 119    | 870     |
|  254  | sdyy1990         | 133    | 876     |
|  288  | whuawell         | 126    | 887     |
|  363  | Peeeee           | 110    | 889     |
|  320  | PhyFrancis       | 119    | 907     |
|  282  | candyfeline      | 127    | 908     |
|  92   | mathyrl          | 209    | 913     |
|  146  | jameslao         | 172    | 915     |
|  330  | shiinamashiro    | 116    | 924     |
|  384  | xiekaixuan       | 106    | 933     |
|  587  | wanggen          | 82     | 935     |
|  450  | (nkzimmon)       | 100    | 941     |
|  106  | yshui            | 202    | 975     |
|  39   | taolei           | 306    | 979     |
|  573  | pierre200328     | 83     | 980     |
|  272  | (cwjcsu)         | 129    | 981     |
|  478  | zero.chs         | 93     | 981     |
|  86   | alephalpha       | 212    | 986     |
|  257  | (tmxk)           | 132    | 989     |
|  586  | wyjail           | 82     | 1015    |
|  464  | liuyubobobo      | 96     | 1025    |
|  281  | minqiang         | 127    | 1032    |
|  561  | leaveye          | 84     | 1035    |
|  431  | (ivoryxiong)     | 101    | 1036    |
|  339  | yellowriver      | 114    | 1043    |
|  197  | Legendking       | 153    | 1044    |
|  242  | dinghysora       | 137    | 1045    |
|  190  | yudx             | 154    | 1048    |
|  253  | danei            | 133    | 1050    |
|  551  | lsc930625        | 85     | 1069    |
|  212  | xiaoyi           | 149    | 1077    |
|  550  | yizha            | 85     | 1077    |
|  263  | leeduhem         | 131    | 1079    |
|  280  | huntxu           | 127    | 1079    |
|  506  | Xihuan01         | 89     | 1081    |
|  560  | mlnwc            | 84     | 1086    |
|  559  | zuopeng          | 84     | 1087    |
|  420  | Tain             | 102    | 1089    |
|  234  | GideonWhu        | 140    | 1095    |
|  350  | (707481877)      | 112    | 1098    |
|  82   | jasonzd          | 214    | 1105    |
|  327  | taorunz          | 117    | 1113    |
|  498  | broots           | 90     | 1117    |
|  379  | AcrossTheSky     | 107    | 1122    |
|  489  | Erjin_Zhou       | 91     | 1125    |
|  103  | llq17501         | 204    | 1129    |
|  201  | (milkyways)      | 152    | 1131    |
|  470  | Sacry            | 95     | 1136    |
|  189  | litaoye          | 154    | 1138    |
|  449  | yuniscomputing   | 100    | 1140    |
|  454  | gameboy1024      | 99     | 1157    |
|  344  | SilverBullet     | 113    | 1159    |
|  482  | bigsh1p          | 92     | 1159    |
|  218  | yushengjsman     | 145    | 1167    |
|  177  | zmwang           | 158    | 1168    |
|  373  | hulucc           | 108    | 1178    |
|  291  | forresty         | 125    | 1181    |
|  145  | haiwangcat       | 172    | 1186    |
|  108  | wanbo            | 201    | 1189    |
|  549  | duanyann         | 85     | 1191    |
